timestamp_s;timestamp_origin;sd_block_id;cyc_condition;cyc_charged;age_type;age_temp;age_soc;age_chg_rate;age_dischg_rate;age_profile;v_max_target_V;v_min_target_V;i_chg_max_A;i_dischg_min_A;i_chg_cutoff_A;i_dischg_cutoff_A;cap_aged_est_Ah;soh_cap;delta_q_Ah;delta_q_chg_Ah;delta_q_dischg_Ah;delta_e_Wh;delta_e_chg_Wh;delta_e_dischg_Wh;coulomb_efficiency;energy_efficiency;ocv_est_start_V;ocv_est_end_V;soc_est_start;soc_est_end;t_start_degC;t_end_degC;cyc_duration_s;num_cycles_op;num_cycles_checkup;total_q_chg_CU_RT_Ah;total_q_dischg_CU_RT_Ah;total_q_chg_cyc_OT_Ah;total_q_dischg_cyc_OT_Ah;total_q_chg_other_RT_Ah;total_q_dischg_other_RT_Ah;total_q_chg_other_OT_Ah;total_q_dischg_other_OT_Ah;total_q_chg_sum_Ah;total_q_dischg_sum_Ah;total_e_chg_CU_RT_Wh;total_e_dischg_CU_RT_Wh;total_e_chg_cyc_OT_Wh;total_e_dischg_cyc_OT_Wh;total_e_chg_other_RT_Wh;total_e_dischg_other_RT_Wh;total_e_chg_other_OT_Wh;total_e_dischg_other_OT_Wh;total_e_chg_sum_Wh;total_e_dischg_sum_Wh;uptime_ticks
1670006968.000;1;1200491520;0;1;1;0;10;0.00;0.00;0;3.3050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.001045;0.001045;0.000000;0.003455;0.003455;0.000000;nan;nan;3.2930;3.3049;8.7270;8.7624;1.99;1.97;28.70;0;3;11.78;11.71;0.14;0.14;10.98;2.43;3.15;11.94;26.05;26.22;44.60;42.66;0.47;0.46;40.92;7.87;11.98;43.48;97.98;94.47;3688617
1671636735.000;1;1619355648;0;0;1;0;10;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.291189;0.000000;-0.291189;-0.864562;0.000000;-0.864562;nan;nan;3.2875;2.6001;8.4479;-1.4666;24.86;26.01;1188.90;0;4;11.78;11.71;0.19;0.19;10.98;2.72;3.15;11.94;26.10;26.57;44.60;42.66;0.64;0.64;40.92;8.74;11.98;43.48;98.15;95.51;118162519
1671637180.000;1;1619470848;0;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.014402;0.000000;-0.014402;-0.036308;0.000000;-0.036308;nan;nan;2.6954;2.5120;0.6252;0.1348;25.40;25.34;145.61;0;4;11.78;11.71;0.19;0.19;10.98;2.73;3.15;11.94;26.10;26.58;44.60;42.66;0.64;0.64;40.92;8.77;11.98;43.48;98.15;95.54;118205013
1671648789.000;1;1622450688;2;1;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.937221;95.814753;2.913104;2.913104;0.000000;11.038411;11.038411;0.000000;nan;nan;2.5989;4.1862;0.3164;99.4953;25.11;24.95;11007.79;0;4;14.69;11.71;0.19;0.19;10.98;2.73;3.15;11.94;29.01;26.58;55.64;42.66;0.64;0.64;40.92;8.77;11.98;43.48;109.19;95.54;119312031
1671659652.000;1;1625245184;2;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.921269;94.751292;-2.895230;0.000000;-2.895230;-10.563411;0.000000;-10.563411;99.386442;95.696843;4.1862;2.6208;99.4953;0.3867;24.95;25.48;10563.60;0;4;14.69;14.61;0.19;0.19;10.98;2.73;3.15;11.94;29.01;29.48;55.64;53.22;0.64;0.64;40.92;8.77;11.98;43.48;109.19;106.11;120348055
1671661096.000;1;1625617920;0;1;1;0;10;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.288077;0.288077;0.000000;0.946253;0.946253;0.000000;nan;nan;2.6208;3.4108;0.3867;10.1945;25.48;25.14;1444.00;0;4;14.69;14.61;0.19;0.19;11.27;2.73;3.15;11.94;29.30;29.48;55.64;53.22;0.64;0.64;41.87;8.77;11.98;43.48;110.13;106.11;120485769
1671667364.000;1;1627236352;0;1;1;0;10;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.559032;0.559032;0.000000;1.980409;1.980409;0.000000;nan;nan;3.3854;3.6090;12.5303;31.5629;24.90;24.88;2655.90;0;4;14.69;14.61;0.19;0.19;11.87;2.77;3.15;11.94;29.90;29.52;55.64;53.22;0.64;0.64;43.98;8.90;11.98;43.48;112.25;106.23;121083584
1671673906.000;1;1628924928;0;1;1;0;10;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.607497;0.607497;0.000000;2.246816;2.246816;0.000000;nan;nan;3.5963;3.7452;31.0343;51.7170;24.94;25.08;2832.70;0;4;14.69;14.61;0.19;0.19;12.51;2.81;3.15;11.94;30.54;29.55;55.64;53.22;0.64;0.64;46.37;9.03;11.98;43.48;114.63;106.37;121707514
1671681314.000;1;1630836736;0;1;1;0;10;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.567909;0.567909;0.000000;2.204242;2.204242;0.000000;nan;nan;3.7308;3.9332;49.4455;68.7804;24.86;24.94;2675.10;0;4;14.69;14.61;0.19;0.19;13.12;2.85;3.15;11.94;31.15;29.59;55.64;53.22;0.64;0.64;48.71;9.17;11.98;43.48;116.98;106.51;122414058
1671688440.000;1;1632674304;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.495635;0.495635;0.000000;2.006942;2.006942;0.000000;nan;nan;3.9299;4.0855;69.5543;86.4286;24.96;24.87;2849.30;0;4;14.69;14.61;0.19;0.19;13.65;2.89;3.15;11.94;31.68;29.63;55.64;53.22;0.64;0.64;50.87;9.32;11.98;43.48;119.13;106.65;123093564
1671721191.000;1;1641069568;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.009177;0.009177;0.000000;0.037554;0.037554;0.000000;nan;nan;4.0777;4.0849;86.2746;86.5870;1.59;1.59;185.70;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.15;11.94;31.73;29.67;55.64;53.22;0.64;0.64;51.03;9.47;12.02;43.48;119.33;106.81;126217035
1671730164.000;1;1643383296;0;0;1;0;10;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.405912;0.000000;-0.405912;-1.602978;0.000000;-1.602978;nan;nan;4.0787;3.9427;86.6855;72.7905;1.88;1.63;2599.40;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.19;12.39;31.77;30.11;55.64;53.22;0.64;0.64;51.03;9.47;12.17;45.23;119.48;108.56;127072964
1671736958.000;1;1645135872;0;0;1;0;10;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.567704;0.000000;-0.567704;-2.139985;0.000000;-2.139985;nan;nan;3.9471;3.7396;71.5799;52.1465;1.68;1.81;2993.71;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.23;13.00;31.81;30.72;55.64;53.22;0.64;0.64;51.03;9.47;12.33;47.53;119.64;110.86;127720825
1671744944.000;1;1647195648;0;0;1;0;10;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.619459;0.000000;-0.619459;-2.224149;0.000000;-2.224149;nan;nan;3.7456;3.5685;50.9694;29.7643;1.77;1.76;4086.10;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.27;13.66;31.85;31.38;55.64;53.22;0.64;0.64;51.03;9.47;12.47;49.90;119.78;113.23;128482393
1671750402.000;1;1648605696;0;0;1;0;10;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.602716;0.000000;-0.602716;-2.035038;0.000000;-2.035038;nan;nan;3.5915;3.2492;30.4145;9.7825;1.74;2.10;2678.50;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.31;14.30;31.88;32.02;55.64;53.22;0.64;0.64;51.03;9.47;12.61;52.07;119.92;115.40;129003074
1671754551.000;1;1649678848;0;0;1;0;10;0.00;0.00;0;4.2000;3.2950;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.000173;0.000000;-0.000173;-0.000571;0.000000;-0.000571;nan;nan;3.3042;3.2951;9.1504;9.1445;2.06;2.06;6.10;0;4;14.69;14.61;0.19;0.19;13.69;2.92;3.34;14.33;31.92;32.06;55.64;53.22;0.64;0.64;51.03;9.47;12.73;52.19;120.05;115.52;129398637
1673450545.000;1;2084896256;0;0;1;0;10;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.280877;0.000000;-0.280877;-0.834875;0.000000;-0.834875;nan;nan;3.2869;2.6001;8.4262;-1.1887;24.98;26.34;1143.89;0;5;14.69;14.61;0.25;0.25;13.69;3.20;3.34;14.33;31.98;32.39;55.64;53.22;0.83;0.82;51.03;10.31;12.73;52.19;120.23;116.54;291146877
1673450984.000;1;2085009920;0;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.014117;0.000000;-0.014117;-0.035616;0.000000;-0.035616;nan;nan;2.6966;2.5129;0.6289;0.1456;25.66;25.60;140.50;0;5;14.69;14.61;0.25;0.25;13.69;3.22;3.34;14.33;31.98;32.41;55.64;53.22;0.83;0.82;51.03;10.34;12.73;52.19;120.23;116.57;291188886
1673462545.000;1;2087974912;2;1;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.925781;95.052099;2.901843;2.901843;0.000000;10.998503;10.998503;0.000000;nan;nan;2.5997;4.1864;0.3192;99.5010;25.33;25.15;10961.21;0;5;17.59;14.61;0.25;0.25;13.69;3.22;3.34;14.33;34.88;32.41;66.64;53.22;0.83;0.82;51.03;10.34;12.73;52.19;131.23;116.57;292291450
1673473364.000;1;2090756096;2;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.909088;93.939209;-2.883106;0.000000;-2.883106;-10.526893;0.000000;-10.526893;99.354303;95.712054;4.1864;2.6232;99.5010;0.3941;25.15;25.75;10518.70;0;5;17.59;17.49;0.25;0.25;13.69;3.22;3.34;14.33;34.88;35.29;66.64;63.75;0.83;0.82;51.03;10.34;12.73;52.19;131.23;127.10;293323203
1673474778.000;1;2091120640;0;1;1;0;10;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.282862;0.282862;0.000000;0.928907;0.928907;0.000000;nan;nan;2.6232;3.4101;0.3941;10.0620;25.75;25.39;1413.90;0;5;17.59;17.49;0.25;0.25;13.97;3.22;3.34;14.33;35.16;35.29;66.64;63.75;0.83;0.82;51.95;10.34;12.73;52.19;132.16;127.10;293458048
1673479708.000;1;2092392960;0;1;1;0;10;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.555174;0.555174;0.000000;1.966720;1.966720;0.000000;nan;nan;3.3871;3.6090;12.6257;31.6009;24.99;25.18;2631.00;0;5;17.59;17.49;0.25;0.25;14.57;3.26;3.34;14.33;35.76;35.33;66.64;63.75;0.83;0.82;54.06;10.47;12.73;52.19;134.26;127.23;293928283
1673484853.000;1;2093720576;0;1;1;0;10;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.606063;0.606063;0.000000;2.241499;2.241499;0.000000;nan;nan;3.5970;3.7452;31.1243;51.8389;25.06;25.34;2817.20;0;5;17.59;17.49;0.25;0.25;15.21;3.30;3.34;14.33;36.40;35.37;66.64;63.75;0.83;0.82;56.44;10.62;12.73;52.19;136.64;127.37;294418998
1673490273.000;1;2095118848;0;1;1;0;10;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.567325;0.567325;0.000000;2.201918;2.201918;0.000000;nan;nan;3.7313;3.9335;49.4997;68.8903;24.94;25.20;2663.70;0;5;17.59;17.49;0.25;0.25;15.82;3.34;3.34;14.33;37.01;35.41;66.64;63.75;0.83;0.82;58.79;10.76;12.73;52.19;139.00;127.52;294935943
1673495076.000;1;2096356864;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.495932;0.495932;0.000000;2.008198;2.008198;0.000000;nan;nan;3.9307;4.0858;69.6573;86.6077;25.03;25.02;2861.30;0;5;17.59;17.49;0.25;0.25;16.35;3.38;3.34;14.33;37.54;35.45;66.64;63.75;0.83;0.82;60.95;10.91;12.73;52.19;141.15;127.66;295393993
1673528564.000;1;2104942080;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.009691;0.009691;0.000000;0.039657;0.039657;0.000000;nan;nan;4.0775;4.0848;86.2329;86.5641;1.80;1.87;194.80;0;5;17.59;17.49;0.25;0.25;16.39;3.42;3.35;14.33;37.59;35.49;66.64;63.75;0.83;0.82;61.11;11.07;12.77;52.19;141.35;127.82;298587770
1673536946.000;1;2107101696;0;0;1;0;10;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.406765;0.000000;-0.406765;-1.606350;0.000000;-1.606350;nan;nan;4.0788;3.9424;86.6983;72.7157;1.93;1.99;2586.10;0;5;17.59;17.49;0.25;0.25;16.39;3.42;3.39;14.78;37.63;35.93;66.64;63.75;0.83;0.82;61.11;11.07;12.93;53.95;141.51;129.58;299387170
1673543250.000;1;2108727808;0;0;1;0;10;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.566445;0.000000;-0.566445;-2.135579;0.000000;-2.135579;nan;nan;3.9467;3.7392;71.5361;52.0645;2.00;1.91;2987.80;0;5;17.59;17.49;0.25;0.25;16.39;3.42;3.43;15.39;37.67;36.54;66.64;63.75;0.83;0.82;61.11;11.07;13.09;56.24;141.67;131.88;299988380
1673549551.000;1;2110351872;0;0;1;0;10;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.619232;0.000000;-0.619232;-2.223494;0.000000;-2.223494;nan;nan;3.7449;3.5677;50.8941;29.6080;2.06;1.90;4022.80;0;5;17.59;17.49;0.25;0.25;16.39;3.42;3.47;16.04;37.71;37.20;66.64;63.75;0.83;0.82;61.11;11.07;13.23;58.61;141.81;134.24;300589198
1673554335.000;1;2111587328;0;0;1;0;10;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.600787;0.000000;-0.600787;-2.029484;0.000000;-2.029484;nan;nan;3.5904;3.2492;30.2747;9.6227;2.23;2.34;2648.60;0;5;17.59;17.49;0.25;0.25;16.39;3.42;3.51;16.68;37.74;37.84;66.64;63.75;0.83;0.82;61.11;11.07;13.37;60.76;141.94;136.40;301045542
1673556904.000;1;2112252928;0;1;1;0;10;0.00;0.00;0;3.3050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.000560;0.000560;0.000000;0.001852;0.001852;0.000000;nan;nan;3.2975;3.3049;8.8998;8.9189;2.29;2.28;20.80;0;5;17.59;17.49;0.25;0.25;16.41;3.43;3.53;16.71;37.78;37.87;66.64;63.75;0.83;0.82;61.15;11.11;13.45;60.85;142.07;136.52;301290489
1675264624.000;1;2549815296;0;0;1;0;10;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.273654;0.000000;-0.273654;-0.813737;0.000000;-0.813737;nan;nan;3.2867;2.6001;8.4192;-0.9877;24.88;25.79;1117.00;0;6;17.59;17.49;0.31;0.31;16.41;3.70;3.53;16.71;37.84;38.21;66.64;63.75;1.02;1.01;61.15;11.92;13.45;60.85;142.26;137.53;48643014
1675265064.000;1;2549928960;0;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.013919;0.000000;-0.013919;-0.035124;0.000000;-0.035124;nan;nan;2.6981;2.5136;0.6335;0.1551;25.29;25.29;138.51;0;6;17.59;17.49;0.31;0.31;16.41;3.72;3.53;16.71;37.84;38.22;66.64;63.75;1.02;1.01;61.15;11.95;13.45;60.85;142.26;137.56;48684832
1675276589.000;1;2552885248;2;1;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.915094;94.339627;2.891029;2.891029;0.000000;10.962195;10.962195;0.000000;nan;nan;2.6012;4.1864;0.3238;99.4982;25.10;24.96;10926.50;0;6;20.48;17.49;0.31;0.31;16.41;3.72;3.53;16.71;40.73;38.22;77.60;63.75;1.02;1.01;61.15;11.95;13.45;60.85;153.22;137.56;49784088
1675287363.000;1;2555656192;2;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.898087;93.205816;-2.871890;0.000000;-2.871890;-10.491600;0.000000;-10.491600;99.338007;95.707107;4.1864;2.6257;99.4982;0.4022;24.96;25.26;10475.11;0;6;20.48;20.36;0.31;0.31;16.41;3.72;3.53;16.71;40.73;41.09;77.60;74.24;1.02;1.01;61.15;11.95;13.45;60.85;153.22;148.06;50811684
1675288751.000;1;2556014592;0;1;1;0;10;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.277265;0.277265;-0.000000;0.910528;0.910528;-0.000000;nan;nan;2.6257;3.4087;0.4022;9.9135;25.26;25.05;1387.10;0;6;20.48;20.36;0.31;0.31;16.68;3.72;3.53;16.71;41.01;41.09;77.60;74.24;1.02;1.01;62.06;11.95;13.45;60.85;154.13;148.06;50943964
1675293874.000;1;2557335552;0;1;1;0;10;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.551005;0.551005;-0.000000;1.952060;1.952060;-0.000000;nan;nan;3.3869;3.6090;12.6131;31.5149;24.93;25.01;2604.60;0;6;20.48;20.36;0.31;0.31;17.27;3.76;3.53;16.71;41.60;41.13;77.60;74.24;1.02;1.01;64.15;12.08;13.45;60.85;156.22;148.18;51432439
1675299094.000;1;2558683136;0;1;1;0;10;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.605145;0.605145;-0.000000;2.238095;2.238095;-0.000000;nan;nan;3.5969;3.7452;31.1018;51.8608;24.93;24.99;2811.80;0;6;20.48;20.36;0.31;0.31;17.92;3.79;3.53;16.71;42.24;41.17;77.60;74.24;1.02;1.01;66.52;12.22;13.45;60.85;158.60;148.32;51930381
1675304173.000;1;2559993344;0;1;1;0;10;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.566677;0.566677;0.000000;2.199452;2.199452;0.000000;nan;nan;3.7315;3.9339;49.5183;68.9577;24.93;24.94;2662.60;0;6;20.48;20.36;0.31;0.31;18.52;3.83;3.53;16.71;42.85;41.21;77.60;74.24;1.02;1.01;68.86;12.36;13.45;60.85;160.94;148.46;52414679
1675309227.000;1;2561296896;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.494974;0.494974;0.000000;2.004271;2.004271;0.000000;nan;nan;3.9305;4.0858;69.6298;86.6095;24.94;24.92;2847.20;0;6;20.48;20.36;0.31;0.31;19.06;3.87;3.53;16.71;43.38;41.25;77.60;74.24;1.02;1.01;71.03;12.51;13.45;60.85;163.10;148.62;52896766
1675341086.000;1;2569462272;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.008908;0.008908;0.000000;0.036453;0.036453;0.000000;nan;nan;4.0776;4.0848;86.2409;86.5465;1.17;1.17;182.31;0;6;20.48;20.36;0.31;0.31;19.10;3.92;3.54;16.71;43.43;41.29;77.60;74.24;1.02;1.01;71.20;12.68;13.49;60.85;163.31;148.79;55935200
1675349584.000;1;2571652096;0;0;1;0;10;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.403720;0.000000;-0.403720;-1.593833;0.000000;-1.593833;nan;nan;4.0786;3.9424;86.6603;72.7298;1.30;1.27;2618.90;0;6;20.48;20.36;0.31;0.31;19.10;3.92;3.58;17.15;43.47;41.73;77.60;74.24;1.02;1.01;71.20;12.68;13.64;62.60;163.46;150.53;56745583
1675356232.000;1;2573366272;0;0;1;0;10;0.00;0.00;0;4.2000;3.7271;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.566677;0.000000;-0.566677;-2.135672;0.000000;-2.135672;nan;nan;3.9474;3.7391;71.6059;52.0524;1.21;1.32;3008.40;0;6;20.48;20.36;0.31;0.31;19.10;3.92;3.62;17.75;43.51;42.34;77.60;74.24;1.02;1.01;71.20;12.68;13.79;64.88;163.61;152.82;57379658
1675362158.000;1;2574895104;0;0;1;0;10;0.00;0.00;0;4.2000;3.5676;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.618352;0.000000;-0.618352;-2.219644;0.000000;-2.219644;nan;nan;3.7448;3.5677;50.8890;29.5525;1.25;1.37;4075.90;0;6;20.48;20.36;0.31;0.31;19.10;3.92;3.65;18.41;43.54;43.00;77.60;74.24;1.02;1.01;71.20;12.68;13.94;67.24;163.76;155.17;57944836
1675367237.000;1;2576207360;0;0;1;0;10;0.00;0.00;0;4.2000;3.2491;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.598400;0.000000;-0.598400;-2.020352;0.000000;-2.020352;nan;nan;3.5913;3.2492;30.3898;9.7417;1.31;1.60;2647.80;0;6;20.48;20.36;0.31;0.31;19.10;3.92;3.69;19.05;43.58;43.63;77.60;74.24;1.02;1.01;71.20;12.68;14.08;69.39;163.90;157.33;58429154
1675369888.000;1;2576892416;0;1;1;0;10;0.00;0.00;0;3.3050;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.000516;0.000516;0.000000;0.001707;0.001707;0.000000;nan;nan;3.2980;3.3049;8.9192;8.9369;1.62;1.61;20.50;0;6;20.48;20.36;0.31;0.31;19.11;3.93;3.72;19.07;43.62;43.67;77.60;74.24;1.02;1.01;71.24;12.72;14.16;69.48;164.02;157.45;58682072
1677078203.000;1;3015074816;0;0;1;0;10;0.00;0.00;0;4.2000;2.6000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.267419;0.000000;-0.267419;-0.795866;0.000000;-0.795866;nan;nan;3.2868;2.6001;8.4237;-0.8038;24.89;25.69;1091.80;0;7;20.48;20.36;0.37;0.36;19.11;4.20;3.72;19.07;43.68;44.00;77.60;74.24;1.21;1.20;71.24;13.52;14.16;69.48;164.22;158.44;221605234
1677078639.000;1;3015187456;0;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.013755;0.000000;-0.013755;-0.034729;0.000000;-0.034729;nan;nan;2.6995;2.5143;0.6382;0.1636;25.23;25.25;135.70;0;7;20.48;20.36;0.37;0.36;19.11;4.21;3.72;19.07;43.68;44.01;77.60;74.24;1.21;1.20;71.24;13.55;14.16;69.48;164.22;158.47;221646785
1677090122.000;1;3018131968;2;1;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.903042;93.536156;2.878963;2.878963;-0.000000;10.919143;10.919143;-0.000000;nan;nan;2.6024;4.1864;0.3277;99.4982;25.07;24.99;10883.40;0;7;23.36;20.36;0.37;0.36;19.11;4.21;3.72;19.07;46.56;44.01;88.52;74.24;1.21;1.20;71.24;13.55;14.16;69.48;175.14;158.47;222741932
1677100857.000;1;3020888064;2;0;1;0;10;0.00;0.00;0;4.2000;2.5000;1.0000;-1.0000;0.1500;-0.1500;2.887123;92.474842;-2.860855;0.000000;-2.860855;-10.457449;0.000000;-10.457449;99.371046;95.771706;4.1864;2.6275;99.4982;0.4080;24.99;25.29;10435.81;0;7;23.36;23.22;0.37;0.36;19.11;4.21;3.72;19.07;46.56;46.87;88.52;84.70;1.21;1.20;71.24;13.55;14.16;69.48;175.14;168.93;223765771
1677102214.000;1;3021239296;0;1;1;0;10;0.00;0.00;0;3.4109;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.272419;0.272419;-0.000000;0.894409;0.894409;-0.000000;nan;nan;2.6275;3.4075;0.4080;9.7919;25.29;25.04;1357.40;0;7;23.36;23.22;0.37;0.36;19.38;4.21;3.72;19.07;46.83;46.87;88.52;84.70;1.21;1.20;72.13;13.55;14.16;69.48;176.03;168.93;223895229
1677107333.000;1;3022558208;0;1;1;0;10;0.00;0.00;0;3.6091;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.547032;0.547032;0.000000;1.938008;1.938008;0.000000;nan;nan;3.3871;3.6090;12.6254;31.4688;24.92;24.98;2581.29;0;7;23.36;23.22;0.37;0.36;19.97;4.25;3.72;19.07;47.42;46.91;88.52;84.70;1.21;1.20;74.20;13.68;14.16;69.48;178.10;169.06;224383475
1677112080.000;1;3023782912;0;1;1;0;10;0.00;0.00;0;3.7453;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.603991;0.603991;0.000000;2.233804;2.233804;0.000000;nan;nan;3.5972;3.7452;31.1252;51.9307;24.94;25.03;2806.50;0;7;23.36;23.22;0.37;0.36;20.61;4.28;3.72;19.07;48.06;46.95;88.52;84.70;1.21;1.20;76.57;13.82;14.16;69.48;180.47;169.19;224836043
1677117014.000;1;3025055744;0;1;1;0;10;0.00;0.00;0;3.9393;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.566077;0.566077;-0.000000;2.197049;2.197049;-0.000000;nan;nan;3.7315;3.9341;49.5156;69.0150;24.92;24.96;2657.70;0;7;23.36;23.22;0.37;0.36;21.22;4.32;3.72;19.07;48.66;46.99;88.52;84.70;1.21;1.20;78.92;13.96;14.16;69.48;182.81;169.34;225306650
1677121713.000;1;3026266624;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.494331;0.494331;0.000000;2.001651;2.001651;0.000000;nan;nan;3.9307;4.0859;69.6542;86.6823;24.92;24.92;2842.80;0;7;23.36;23.22;0.37;0.36;21.75;4.36;3.72;19.07;49.20;47.03;88.52;84.70;1.21;1.20;81.07;14.11;14.16;69.48;184.97;169.49;225754909
1677152690.000;1;3034207232;0;1;1;0;10;0.00;0.00;0;4.0923;2.5000;1.0000;-1.0000;0.1500;-0.1500;nan;nan;0.008992;0.008992;0.000000;0.036797;0.036797;0.000000;nan;nan;4.0777;4.0849;86.2853;86.5951;1.33;1.36;184.50;0;7;23.36;23.22;0.37;0.36;21.79;4.40;3.73;19.07;49.24;47.06;88.52;84.70;1.21;1.20;81.22;14.26;14.20;69.48;185.16;169.64;228709154
1677160906.000;1;3036322304;0;0;1;0;10;0.00;0.00;0;4.2000;3.9279;1.0000;-1.0000;0.1500;-0.1500;nan;nan;-0.404822;0.000000;-0.404822;-1.598424;0.000000;-1.598424;nan;nan;4.0786;3.9419;86.6533;72.6317;1.52;1.44;2597.79;0;7;23.36;23.22;0.37;0.36;21.79;4.40;3.77;19.52;49.29;47.51;88.52;84.70;1.21;1.20;81.22;14.26;14.39;71.26;185.35;171.42;229492698
